idx,id,name
13699.0,340527,NHSL2
23262.0,730092,RRN3P1
12301.0,285533,RNF175
10224.0,23567,ZNF346
4276.0,106479368,RN7SL396P
14346.0,3744,KCNA10
16801.0,4926,NUMA1
14854.0,389322,HNRNPKP1
13678.0,340252,ZNF680
1353.0,100421581,GCNT1P3
18298.0,54865,GPATCH4
7463.0,144423,GLT1D1
9198.0,2151,F2RL2
14650.0,387733,IFITM5
25732.0,8502,PKP4
3554.0,102723680,CT45A9
10091.0,23403,FBXO46
4342.0,106479528,RN7SL840P
13372.0,326315,PTTG4P
18796.0,554210,MIR429
8278.0,161753,ODF3L1
15137.0,3920,LAMP2
369.0,100129867,RPL30P14
7368.0,1410,CRYAB
11423.0,26980,PABPC1P1
24985.0,83658,DYNLRB1
19212.0,5601,MAPK9
19706.0,5728,PTEN
23679.0,7768,ZNF225
732.0,100216342,RPS24P7
16143.0,440423,SUZ12P1
3684.0,103344932,PGM5P4-AS1
3579.0,102724316,SVIL-AS1
17442.0,51438,MAGEC2
22728.0,7084,TK2
11740.0,2817,GPC1
11507.0,27121,DKK4
18543.0,55133,SRBD1
16791.0,492,ATP2B3
16075.0,439915,KRTAP5-5
11036.0,26153,KIF26A
5977.0,113278,SLC52A3
26150.0,8867,SYNJ1
15735.0,407013,MIR24-2
3774.0,1040,CDS1
22819.0,7179,TPTE
3194.0,101928971,LINC01262
6349.0,118568804,OR4M2B
17653.0,51761,ATP8A2
9509.0,222698,NKAPL
22304.0,6787,NEK4
5469.0,10917,BTNL3
19857.0,574511,MIR506
24999.0,83695,RHNO1
9335.0,220064,LTO1
26620.0,9166,EBAG9
14330.0,373863,DND1
24683.0,81553,CYRIA
3108.0,101927921,LINC01478
20677.0,6201,RPS7
10915.0,25984,KRT23
17686.0,5198,PFAS
12314.0,28560,TRBV27
10516.0,254050,LRRC43
12926.0,2978,GUCA1A
25400.0,845,CASQ2
21591.0,64766,S100PBP
17692.0,5204,PFDN5
482.0,100131439,CD300LD
7359.0,140893,RBBP8NL
12768.0,28983,TMPRSS11E
9812.0,23089,PEG10
4124.0,10643,IGF2BP3
18438.0,55009,FAM174C
15437.0,401409,RAB19
25275.0,84265,POLR3GL
22827.0,7187,TRAF3
1540.0,100500737,PPIAP20
14937.0,390061,OR51Q1
23848.0,79135,APOO
1759.0,100506749,AGAP1-IT1
6783.0,128,ADH5
17997.0,5436,POLR2G
25793.0,85359,DGCR6L
26061.0,8771,TNFRSF6B
9062.0,203259,FAM219A
25667.0,84934,RITA1
11534.0,27159,CHIA
20176.0,5816,PVALB
6914.0,130355,C2orf76
22256.0,677814,SNORA31
11013.0,26118,WSB1
24394.0,80176,SPSB1
3219.0,101929239,PACRG-AS2
283.0,100128830,LINC01165
24466.0,80312,TET1
12605.0,28773,IGLV9-49
9247.0,219428,OR4C16
20057.0,57683,ZDBF2
23707.0,780776,TVP23A
12075.0,284352,PPP1R37
17334.0,51293,CD320
26434.0,9064,MAP3K6
14610.0,387104,SOGA3
22569.0,693213,MIR628
20338.0,5930,RBBP6
16595.0,4697,NDUFA4
6951.0,131149,OTOL1
19179.0,55929,DMAP1
21500.0,646658,SYNDIG1L
14206.0,3604,TNFRSF9
11050.0,261729,STEAP2
2697.0,100874340,CAMTA1-IT1
16604.0,4706,NDUFAB1
15809.0,410,ARSA
6515.0,123036,TC2N
19373.0,56606,SLC2A9
17485.0,51504,TRMT112
16285.0,441873,PRAMEF25
10564.0,255022,CALHM1
8955.0,200894,ARL13B
25739.0,8504,PEX3
10609.0,255758,TCTEX1D2
11082.0,26231,LRRC29
20533.0,60678,EEFSEC
24859.0,8312,AXIN1
20404.0,5973,RENBP
6727.0,1270,CNTF
3484.0,102466912,MIR6871
13488.0,337970,KRTAP19-3
14993.0,390271,OR8B3
16312.0,442190,OR2B4P
2257.0,100862671,TMEM265
11306.0,26751,SH3YL1
3350.0,10239,AP3S2
18042.0,54467,ANKIB1
23090.0,728913,RCN1P2
15886.0,414764,HCG23
15271.0,399939,TRIM49D1
21022.0,64225,ATL2
5678.0,11062,DUS4L
9941.0,23229,ARHGEF9
24560.0,8082,SSPN
24120.0,79760,GEMIN7
25697.0,84968,PNMA6A
25125.0,8402,SLC25A11
10619.0,255926,ADAM5
6227.0,116236,ABHD15
16111.0,440145,MZT1
938.0,100287932,TIMM23
24785.0,81889,FAHD1
25345.0,84336,TMEM101
24869.0,8323,FZD6
1319.0,100421295,PRPS1P2
1251.0,100419945,TRIM51DP
17377.0,51337,THEM6
18891.0,55596,ZCCHC8
14758.0,388591,RNF207
6154.0,115286,SLC25A26
7553.0,146223,CMTM4
15909.0,4158,MC2R
4016.0,1055,CECR
12410.0,28604,TRBV6-3
1138.0,100312830,VN1R85P
13005.0,29945,ANAPC4
27400.0,9774,BCLAF1
9497.0,222545,GPRC6A
6364.0,118932,ANKRD22
11544.0,27177,IL36B
10019.0,23316,CUX2
21993.0,659,BMPR2
19078.0,558,AXL
11876.0,283489,CHAMP1
16248.0,441400,RAB1C
6536.0,123688,HYKK
25371.0,84439,HHIPL1
19523.0,56977,STOX2
26732.0,92255,LMBRD2
11758.0,282679,AQP11
25378.0,84446,BRSK1
3515.0,102659353,THRIL
13986.0,348180,CTU2
26814.0,92736,OTOP2
11023.0,26135,SERBP1
17251.0,51193,ZNF639
24056.0,79685,SAP30L
18765.0,55351,STK32B
3565.0,102724018,FRG2KP
23900.0,79230,ZNF557
18018.0,54436,SH3TC1
9889.0,23173,METAP1
10015.0,23312,DMXL2
26241.0,89781,HPS4
24494.0,80346,REEP4
3783.0,10409,BASP1
17435.0,51428,DDX41
23893.0,79190,IRX6
20288.0,5896,RAG1
27286.0,9662,CEP135
12262.0,2853,GPR31
10372.0,245911,DEFB108B
5603.0,109864279,RNA45SN2
17259.0,51202,DDX47
22388.0,6887,TAL2
14289.0,3695,ITGB7
16736.0,4852,NPY
14174.0,359775,MRPS33P2
9150.0,2081,ERN1
20139.0,57835,SLC4A5
19801.0,574457,MIR181D
15921.0,4172,MCM3
11885.0,283551,LINC01588
3589.0,102724631,POTEB3
18359.0,54930,HAUS4
15417.0,401262,CRIP3
12060.0,284306,ZNF547
8895.0,199870,FAM76A
3617.0,102800314,MIR7515HG
8948.0,200728,TMEM17
22845.0,7223,TRPC4
5321.0,10750,GRAP
13341.0,3233,HOXD4
14642.0,387680,WASHC2A
621.0,100134444,KCNJ18
20702.0,6233,RPS27A
25668.0,84935,MEDAG
14423.0,375484,SIMC1
15494.0,402077,OR7E46P
21576.0,64748,PLPPR2
20992.0,641654,HEPN1
21592.0,64768,IPPK
15440.0,401431,ATP6V0E2-AS1
22447.0,692148,SCARNA10
26721.0,92181,UBTD2
6496.0,122704,MRPL52
19446.0,56891,LGALS14
19477.0,56922,MCCC1
13775.0,3425,IDUA
9585.0,22820,COPG1
4492.0,106480025,RNU6-1045P
19352.0,56475,RPRM
13428.0,3314,HSPA8P1
16619.0,472,ATM
21139.0,64342,HS1BP3
25547.0,84766,CRACR2A
10102.0,23415,KCNH4
10236.0,23586,DDX58
11498.0,27106,ARRDC2
11492.0,27098,CLUL1
22461.0,692204,SNORD88C
10558.0,254910,LCE5A
11457.0,27035,NOX1
25449.0,84612,PARD6B
19501.0,56948,SDR39U1
15874.0,414316,COL5A1-AS1
14651.0,387742,FAM99A
13451.0,3347,HTN3
15841.0,4134,MAP4
21420.0,645864,MAGEB17
22244.0,677802,SNORA14B
18166.0,54674,LRRN3
23739.0,7869,SEMA3B
10462.0,2529,FUT7
9779.0,23049,SMG1
24900.0,83444,INO80B
23708.0,780814,PAICSP1
14516.0,3799,KIF5B
24342.0,80059,LRRTM4
18307.0,54874,FNBP1L
19658.0,57175,CORO1B
6743.0,127253,TYW3
23990.0,79607,FAM118B
24543.0,80764,THAP7
20579.0,6130,RPL7A
423.0,100130621,RANP4
25616.0,84879,MFSD2A
10546.0,254559,MIR9-3HG
24704.0,81579,PLA2G12A
21899.0,653604,H3C13
8453.0,167127,UGT3A2
4549.0,106480234,HNRNPA3P15
24965.0,83606,GUCD1
27236.0,9611,NCOR1
19013.0,55732,C1orf112
14875.0,389549,FEZF1
20366.0,594,BCKDHB
25481.0,84654,SPZ1
5445.0,10893,MMP24
22159.0,6718,AKR1D1
21554.0,64714,PDIA2
19661.0,57179,KIAA1191
25253.0,8424,BBOX1
26122.0,8836,GGH
18513.0,55100,WDR70
15952.0,4215,MAP3K3
21195.0,64397,ZNF106
6166.0,115416,MALSU1
20939.0,641,BLM
3308.0,10205,MPZL2
10220.0,23562,CLDN14
26008.0,8707,B3GALT2
24324.0,80018,NAA25
15326.0,400618,SOX9-AS1
24220.0,7988,ZNF212
15744.0,407022,MIR296
26741.0,92292,GLYATL1
17342.0,5130,PCYT1A
16895.0,4992,OR1F1
7824.0,1503,CTPS1
14242.0,3643,INSR
27303.0,9678,PHF14
16648.0,474382,H2AB1
23478.0,7536,SF1
20539.0,60686,C14orf93
17383.0,51343,FZR1
3335.0,10225,CD96
9596.0,22835,ZFP30
524.0,100132100,DNM1P32
24052.0,79680,RTL10
15992.0,4281,MID1
18822.0,55454,CSGALNACT2
5331.0,10767,HBS1L
20773.0,6319,SCD
8043.0,154467,CCDC167
13647.0,339883,C3orf35
14546.0,3832,KIF11
12564.0,2870,GRK6
10586.0,255275,MYADML2
6635.0,125919,ZNF543
25389.0,8446,DUSP11
5494.0,10946,SF3A3
1980.0,100533955,SENP3-EIF4A1
5996.0,11342,RNF13
12491.0,286423,MRRFP1
9167.0,2114,ETS2
25653.0,8492,PRSS12
11434.0,27,ABL2
22320.0,6812,STXBP1
13072.0,3009,H1-5
26070.0,8780,RIOK3
9893.0,23177,CEP68
9467.0,221927,BRAT1
343.0,100129570,PEBP1P3
21497.0,64663,SPANXC
11625.0,27329,ANGPTL3
7145.0,137012,PPM1AP1
14756.0,388585,HES5
12891.0,2952,GSTT1
22974.0,728233,PI4KAP1
25047.0,83857,TMTC1
23216.0,729723,DNAJC27-AS1
18315.0,54881,TEX10
20354.0,59347,TPT1P8
6845.0,128821,CST9L
13202.0,3126,HLA-DRB4
2198.0,100847029,MIR5003
11089.0,2624,GATA2
9598.0,22837,COBLL1
15221.0,398,ARHGDIG
6264.0,116835,HSPA12B
26731.0,92249,LINC01278
4116.0,10633,RASL10A
24302.0,79989,TTC26
15915.0,4163,MCC
25414.0,8452,CUL3
25881.0,8560,DEGS1
4651.0,106480523,RN7SL650P
26920.0,93408,MYL10
26275.0,89886,SLAMF9
12689.0,28888,IGKV2D-18
17391.0,51361,HOOK1
19986.0,57591,MRTFA
9744.0,23012,STK38L
13557.0,338811,TAFA2
23036.0,728577,CNTNAP3B
21260.0,644315,RPS7P11
23371.0,7399,USH2A
20810.0,6357,CCL13
9492.0,222389,BEND7
6153.0,115273,RAB42
5442.0,10890,RAB10
7705.0,148254,ZNF555
19999.0,57605,PITPNM2
3152.0,101928448,C5orf67
1142.0,100312850,VN1R108P
26365.0,90338,ZNF160
26766.0,9241,NOG
5533.0,109616983,SNORD3F
23565.0,767568,SNORD113-8
2561.0,100874061,WASF3-AS1
7424.0,143678,C11orf94
24025.0,7965,AIMP2
22131.0,6693,SPN
13824.0,343477,HSP90B3P
12212.0,284998,LINC01114
7147.0,1371,CPOX
20059.0,57685,CACHD1
26762.0,92399,MRRF
19617.0,57125,PLXDC1
21774.0,651302,ZKSCAN8P1
18073.0,54507,ADAMTSL4
13438.0,3329,HSPD1
8610.0,1741,DLG3
12538.0,286753,TRARG1
2988.0,101926896,GLIS2-AS1
11815.0,283160,OR8D2
17169.0,51098,IFT52
22006.0,65981,CAPRIN2
19672.0,5719,PSMD13
9541.0,2250,FGF5
22715.0,7071,KLF10
20388.0,5955,RCN2
11566.0,27233,SULT1C4
23048.0,728635,DHRS4L1
14352.0,374491,TPTE2P6
14064.0,3530,IGKV1OR22-1
27316.0,9690,UBE3C
25913.0,8605,PLA2G4C
23111.0,729041,FAAHP1
11602.0,27294,DHDH
9553.0,2260,FGFR1
25197.0,84148,KAT8
3019.0,101927149,LINC01471
21831.0,653125,GOLGA8K
14866.0,389421,LIN28B
9843.0,23125,CAMTA2
13457.0,3355,HTR1F
5898.0,11267,SNF8
20286.0,5893,RAD52
26349.0,90273,CEACAM21
23465.0,752,FMNL1
6639.0,125962,OR7G1
7630.0,1474,CST6
8259.0,161253,REM2
16539.0,4635,MYL4
24478.0,80325,ABTB1
26996.0,93973,ACTR8
12373.0,285877,POM121L12
11145.0,26339,OR5K1
7280.0,140578,CHODL
22655.0,7008,TEF
18595.0,5519,PPP2R1B
11960.0,283932,FBXL19-AS1
15637.0,406916,MIR128-2
7563.0,146395,GSG1L
16945.0,503637,DUXAP8
22863.0,724030,MIR660
14133.0,3560,IL2RB
1643.0,100505826,STK4-AS1
14414.0,375318,AQP12A
8876.0,1994,ELAVL1
1155.0,100313843,MIR711
10489.0,253559,CADM2
2447.0,100873841,RNU5D-2P
13653.0,339942,H1-10-AS1
4636.0,106480486,RN7SL96P
27091.0,9450,LY86
4066.0,10599,SLCO1B1
25608.0,84870,RSPO3
12898.0,2960,GTF2E1
16745.0,4861,NPAS1
17104.0,51019,WASHC3
27242.0,9619,ABCG1
8553.0,170712,COX7B2
21973.0,6569,SLC34A1
22663.0,7015,TERT
8481.0,168455,CCDC71L
23872.0,79166,LILRP2
20801.0,6347,CCL2
225.0,100128081,JAZF1-AS1
18368.0,54939,COMMD4
26116.0,883,KYAT1
13436.0,3326,HSP90AB1
17881.0,53831,GPR84
25929.0,8623,ASMTL
4876.0,106481178,RNU4-21P
8834.0,196968,DNM1P46
13132.0,3075,CFH
15962.0,4233,MET
22937.0,727957,MROH1
20324.0,5926,ARID4A
7451.0,144233,BCDIN3D
26427.0,90625,ERVH48-1
22917.0,727830,SPATA31A3
15508.0,402415,XKRX
26516.0,9111,NMI
21781.0,6519,SLC3A1
7083.0,134997,PPIAP29
12838.0,29108,PYCARD
17642.0,51744,CD244
18423.0,54996,MTARC2
14574.0,3861,KRT14
16661.0,4759,NEU2
26531.0,9119,KRT75
24744.0,81706,PPP1R14C
18878.0,55576,STAB2
9531.0,2241,FER
1547.0,100500813,MIR3646
17689.0,5201,PFDN1
15859.0,414169,BANF1P2
26906.0,933,CD22
23755.0,78995,HROB
19388.0,56656,OR2S2
23292.0,731275,LINC01347
1284.0,100420450,SERBP1P6
20377.0,594857,NPS
2629.0,100874195,DIAPH3-AS1
11910.0,283677,REC114
22470.0,692213,SNORD110
18605.0,55199,FAM86C1P
22058.0,6625,SNRNP70
26717.0,92162,TMEM88
1992.0,10056,FARSB
534.0,100132247,NPIPB5
27213.0,9583,ENTPD4
24198.0,79853,TM4SF20
26500.0,9100,USP10
17552.0,51603,METTL13
22253.0,677811,SNORA28
22028.0,66008,TRAK2
5791.0,11176,BAZ2A
2531.0,100874010,NLGN1-AS1
19733.0,57379,AICDA
10759.0,25823,TPSG1
17339.0,51298,THEG
2493.0,100873955,LNX1-AS2
14464.0,3769,KCNJ13
17234.0,51172,NAGPA
26813.0,92715,DPH7
26384.0,90417,KNSTRN
11494.0,271,AMPD2
22566.0,693210,MIR625
975.0,100288814,CLDN34
3854.0,10446,LRRN2
20428.0,5997,RGS2
18015.0,54433,GAR1
8205.0,159163,RBMY1F
27471.0,9852,EPM2AIP1
6163.0,115362,GBP5
6879.0,129530,LYG1
12287.0,285429,DCAF4L1
13268.0,3178,HNRNPA1
8206.0,159195,USP54
19559.0,57026,PDXP
9013.0,201853,LINC00504
13485.0,337967,KRTAP6-2
10841.0,25921,ZDHHC5
26744.0,9230,RAB11B
14831.0,389136,VGLL3
870.0,100271715,ARHGEF33
1756.0,100506736,SLFN12L
22322.0,6814,STXBP3
11757.0,282618,IFNL1
13837.0,3440,IFNA2
24146.0,79797,ZNF408
20709.0,624,BDKRB2
18476.0,5506,PPP1R3A
19842.0,574497,MIR527
16130.0,440350,NPIPB7
5226.0,107075228,MTCO3P5
10347.0,241,ALOX5AP
21722.0,65005,MRPL9
21112.0,643220,RPL3P6
6752.0,127396,ZNF684
23677.0,7766,ZNF223
25636.0,84900,RNFT2
26791.0,92595,ZNF764
4924.0,106481340,RNU6-504P
13250.0,317701,VN1R2
19153.0,55891,LENEP
26283.0,89910,UBE3B
505.0,100131801,PET100
25439.0,8456,FOXN1
161.0,100126309,MIR875
23431.0,7473,WNT3
10918.0,25989,ULK3
13002.0,29942,PURG
23977.0,79587,CARS2
22595.0,6940,ZNF354A
8932.0,200373,CFAP221
18668.0,55260,TMEM143
10187.0,23529,CLCF1
11695.0,278,AMY1C
22063.0,663,BNIP2
13923.0,347148,QRFP
5161.0,10678,B3GNT2
23324.0,734,OSGIN2
25009.0,83714,NRIP2
11143.0,26333,OR7A17
7898.0,151393,RMDN2
26343.0,90249,UNC5A
13750.0,341640,FREM2
25915.0,8608,RDH16
13288.0,319114,ENSAP2
13236.0,3169,FOXA1
5065.0,106481790,RC3H1-IT1
16103.0,440093,H3-5
21434.0,64598,MOSPD3
14915.0,389856,USP27X
2879.0,10116,FEM1B
6361.0,118856,MMP21
19096.0,55818,KDM3A
15557.0,404220,C6orf201
6462.0,1215,CMA1
22488.0,6929,TCF3
26128.0,8842,PROM1
12918.0,29765,TMOD4
9473.0,221981,THSD7A
14047.0,351,APP
19697.0,5723,PSPH
1501.0,100462788,FTLP6
22083.0,664617,MIR542
2880.0,10117,ENAM
12141.0,28458,IGHV1-69-2
23890.0,79187,FSD1
7300.0,140691,TRIM69
5629.0,11013,TMSB15A
11208.0,26533,OR10G3
3953.0,10535,RNASEH2A
9317.0,219970,GLYATL2
13840.0,3441,IFNA4
12361.0,28582,TRBV11-1
10061.0,23366,KIAA0895
26087.0,88,ACTN2
23932.0,794,CALB2
6708.0,126669,SHE
7030.0,133522,PPARGC1B
1883.0,100507605,LINC00837
24130.0,79778,MICALL2
7144.0,1370,CPN2
21491.0,646595,UBE2CP2
15994.0,4283,CXCL9
19968.0,57573,ZNF471
25877.0,85569,GALP
16207.0,441054,C4orf47
14776.0,388699,LINC00302
6930.0,130617,ZFAND2B
24132.0,79780,CCDC82
20123.0,57817,HAMP
14668.0,387856,CCDC184
15212.0,3964,LGALS8
27351.0,9725,TMEM63A
8619.0,1750,DLX6
17077.0,5096,PCCB
22015.0,65990,ANTKMT
23319.0,7333,UBE2L4
8024.0,1540,CYLD
21840.0,653190,ABCC6P1
20273.0,5879,RAC1
2513.0,100873987,FGF12-AS2
5350.0,10793,ZNF273
20142.0,57862,ZNF410
23521.0,7589,ZSCAN21
17437.0,5143,PDE4C
25265.0,84254,CAMKK1
969.0,100288713,PMS2P10
11037.0,26154,ABCA12
7247.0,139728,PNCK
25038.0,83844,USP26
13139.0,30812,SOX8
16256.0,441481,GPX1P1
8909.0,200025,PFN1P3
6512.0,123,PLIN2
1443.0,100422907,MIR3156-2
21272.0,644459,BEND3P1
26263.0,8986,RPS6KA4
5955.0,11317,RBPJL
3456.0,102466271,MIR6893
17200.0,51129,ANGPTL4
12638.0,28809,IGLV3-1
20757.0,6302,TSPAN31
7457.0,144360,LINC00477
24770.0,81854,ZNF205-AS1
21391.0,645579,EIF4BP6
24961.0,836,CASP3
16904.0,5002,SLC22A18
27566.0,9949,AMMECR1
8524.0,170504,COX6CP2
24229.0,79891,ZNF671
15316.0,400550,FENDRR
20544.0,6079,SNORD15A
14655.0,387755,INSC
22617.0,6967,TRGC2
26825.0,92797,HELB
23273.0,730211,HSP90AA5P
7834.0,150384,GTSE1-DT
22179.0,6741,SSB
26119.0,8833,GMPS
17745.0,5272,SERPINB9
17960.0,541471,MIR4435-2HG
6126.0,114905,C1QTNF7
15006.0,390429,OR4N2
10252.0,23603,CORO1C
15136.0,392,ARHGAP1
9501.0,222611,ADGRF2
785.0,100271076,RPS18P6
2619.0,100874178,LINC00454
1054.0,100302197,MIR1306
10867.0,259292,TAS2R46
19194.0,55969,RAB5IF
15642.0,406921,MIR132
1668.0,100506001,NARF-IT1
18377.0,54948,MRPL16
24905.0,83449,PMFBP1
20600.0,6146,RPL22
16818.0,4939,OAS2
21706.0,64965,MRPS9
22839.0,721,C4B
9582.0,2281,FKBP1B
18375.0,54946,SLC41A3
18571.0,55164,SHQ1
7535.0,145946,SPATA8
17173.0,51101,ZC2HC1A
16069.0,4363,ABCC1
21764.0,65117,RSRC2
9980.0,2327,FMO2
20004.0,57610,RANBP10
26369.0,90355,MACIR
25823.0,85416,ZIC5
171.0,100126320,MIR920
5669.0,11057,ABHD2
22513.0,693146,MIR561
5839.0,11228,RASSF8
10775.0,2584,GALK1
1376.0,100421796,EEF1A1P19
12439.0,28616,TRBV4-2
12052.0,284274,SMIM21
17698.0,5210,PFKFB4
19334.0,56302,TRPV5
12774.0,28989,NTMT1
26553.0,91304,TMEM259
14180.0,359809,PEG13
1507.0,100462811,RHOT1P2
18418.0,5499,PPP1CA
5761.0,11146,GLMN
